driver,gender,years_exp,bus_unit,d_type,age,n_trip,ping_speed,distance,travel_time,n_crash,fatalities,injuries,sce_CM,sce_HB,sce_HW,sce_RS,sce_N
d27181,M,1.6,Intermodal,LOC,26,1423,24.1955151089248,170431.551,397640.261999999,3,0,0,3,1573,1,1,1578
d18717,M,6.5,Dedicated,LOC,47,1699,30.4989664508534,245060.83,458952.833999999,1,0,0,5,6,1,2,14
d21804,M,1.1,Dedicated,LOC,69,1945,27.2304251928021,192073.675,339468.545999999,3,0,0,5,3,0,0,8
d28505,M,20.4,Dedicated,REG,55,1428,30.6213823529412,180692.011,299809.951999999,4,0,0,4,3,0,0,7
d00546,M,2.9,Dedicated,LOC,41,28,35.2673928571429,4173.643,6848.366,0,0,0,0,0,0,0,0
d09101,M,1.7,Dedicated,REG,33,275,26.0757709090909,29441.249,62307.0329999999,0,0,0,0,0,0,0,0
d09487,M,0.7,Dedicated,REG,35,1174,27.1662896081772,130152.531,266460.543,3,0,0,3,2,32,0,37
d16553,F,4.4,Dedicated,OTR,36,49,25.5064897959184,6696.409,12258.63,0,0,0,0,0,0,0,0
d07454,M,6.9,Dedicated,REG,52,357,35.0757030812325,56112.239,78231.824,0,0,0,0,0,0,0,0
d08297,M,3.3,Intermodal,LOC,55,1629,33.5148434622468,282825.724,437223.992,1,0,0,1,6,5,0,12
d16729,M,0.9,Dedicated,REG,50,56,31.1999285714286,17830.966,26271.735,0,0,0,0,0,0,0,0
d19034,M,16.5,Final-mile,REG,53,790,32.5697493670886,103187.225,154179.903,0,0,0,1,6,0,1,8
d23462,M,4.1,Intermodal,LOC,38,1385,17.0821696750903,68736.5439999999,246457.748,5,0,0,7,68,10,7,92
d20943,M,11.1,Dedicated,OTR,41,1261,36.3032045995242,225653.159,298232.869,4,0,0,4,5,24,0,33
d18532,M,8.5,Intermodal,REG,36,882,37.7795328798186,134849.657,181589.662,5,0,0,0,27,0,0,27
d25475,M,5.9,Dedicated,LOC,35,61,28.3559180327869,7939.116,13788.667,0,0,0,0,0,0,0,0
d29982,M,3.9,Dedicated,LOC,36,2481,25.0838524788392,103338.523,274766.046,0,0,0,0,1,1,1,3
d29225,M,1,Dedicated,REG,31,746,16.7996581769437,38088.052,188328.44,1,0,0,0,1,1,0,2
d27744,M,5.7,Dedicated,REG,36,1596,41.2523928571429,362262.374,480770.942,3,0,0,2,2,4,0,8
d29645,M,38,Dedicated,REG,62,1112,33.5027805755396,270414.077,397930.603,0,0,0,0,18,34,0,52
d19996,M,4.2,Final-mile,REG,27,838,34.5221801909308,130102.063,208885.326,3,0,0,2,35,16,0,53
d18711,M,9.6,Intermodal,REG,39,787,39.0368259212198,140749.893,183993.74,2,0,0,1,4,14,0,19
d23992,M,13.9,Intermodal,LOC,57,1844,21.5129056399132,91448.415,235133.583,4,0,0,9,35,1,0,45
d27731,M,3.1,Final-mile,REG,29,305,36.5268918032787,65532.281,88497.562,0,0,0,0,10,1,1,12
d16306,M,3.5,Dedicated,REG,47,144,34.2184583333333,28694.125,45056.467,0,0,0,1,1,2,0,4
d16623,M,7.8,Intermodal,REG,36,1018,22.7407937131631,133031.968,273105.674,1,0,0,3,37,40,3,83
d05314,M,4.3,Intermodal,REG,45,1784,34.9568514573991,262566.709,397882.556,2,0,0,13,5,41,0,59
d13722,M,12.4,Dedicated,REG,43,10,37.2761,1377.986,1978.866,0,0,0,0,0,0,0,0
d27948,M,1.8,Dedicated,REG,55,2088,38.1578582375479,157496.342,224350.727,6,0,0,0,1,0,0,1
d14399,M,3.2,Intermodal,LOC,36,1535,18.5465524429967,121690.677,337817.348000001,1,0,0,1,34,0,0,35
d00174,M,9.9,Intermodal,REG,53,10,27.4231,1285.737,2044.967,0,0,0,0,0,0,0,0
d03251,M,1.5,Intermodal,LOC,29,612,20.1783741830065,39857.027,103295.602,0,0,0,0,0,0,0,0
d08119,M,4.9,Intermodal,REG,54,348,33.3048936781609,49953.132,75346.566,0,0,0,0,0,0,0,0
d09674,M,14.9,Intermodal,REG,57,1527,31.1103366077276,238524.344,392792.081,2,0,0,0,1,1,0,2
d07147,M,2.4,Dedicated,REG,63,54,27.7679814814815,6967.951,13976.666,0,0,0,0,0,0,0,0
d22723,M,5.6,Dedicated,REG,40,1112,30.6249172661871,62839.243,100239.57,0,0,0,0,0,0,0,0
d30078,M,2.4,Intermodal,REG,51,2205,37.8042176870748,186639.537,290519.147,2,0,0,0,4,1,0,5
d31183,M,2.8,Intermodal,REG,50,375,26.608336,29683.367,59132.9630000001,1,0,0,0,0,0,0,0
d28864,M,8.6,Dedicated,REG,64,486,33.4968518518519,62840.308,105678.742,0,0,0,0,0,0,0,0
d10693,M,7.5,Dedicated,LOC,54,314,25.0222420382166,23500.494,44324.395,0,0,0,0,0,0,0,0
d22578,M,4.5,Dedicated,REG,41,1114,38.2646508078995,289933.009,420006.437,3,0,0,0,30,10,0,40
d24267,M,1,Dedicated,LOC,48,1736,27.7434193548387,143147.383,279678.689,2,0,0,0,7,0,0,7
d29380,M,1.3,Intermodal,LOC,47,269,23.3031040892193,23838.879,53655.471,0,0,0,0,0,0,0,0
d30159,M,1,Dedicated,REG,46,576,31.5696284722222,83703.8870000001,149804.475,1,0,0,3,0,15,0,18
d08317,M,4,Final-mile,REG,47,187,36.0527112299465,46639.603,65108.701,0,0,0,0,0,0,0,0
d26649,M,6.7,Dedicated,REG,50,1567,31.4907351627313,224052.902,363456.799,2,0,0,0,5,0,0,5
d06315,M,3.3,Dedicated,REG,43,1645,28.9530936170213,126423.138,289014.925,0,0,0,0,19,5,0,24
d11888,M,2.5,Dedicated,LOC,51,310,26.2772161290323,18953.318,36710.829,0,0,0,0,0,0,0,0
d21983,M,0.6,Dedicated,LOC,48,301,27.2569003322259,27711.375,57678.498,0,0,0,0,0,0,0,0
d00615,M,0.9,Dedicated,LOC,51,583,25.9936140651801,55752.595,133623.863,1,0,0,13,0,0,0,13
d00469,M,3.1,Dedicated,REG,44,185,42.2534324324324,34188.508,42829.732,0,0,0,0,0,0,0,0
d02430,M,6.5,Dedicated,REG,62,871,47.0355051664753,309430.943000001,370785.279,2,0,0,1,18,1,0,20
d03922,M,2.9,Dedicated,LOC,31,548,30.7753594890511,63690.935,120146.766,2,0,0,0,61,3,0,64
d00608,M,1.8,Intermodal,LOC,41,32,14.02875,1440.822,5181.231,0,0,0,0,0,0,0,0
d06975,M,6,Dedicated,LOC,32,397,34.4197732997481,69754.215,90214.8,0,0,0,0,0,0,0,0
d09778,F,4.3,Dedicated,LOC,48,332,23.1468885542169,16225.662,47895.443,1,0,0,0,0,0,0,0
d01193,M,17.2,Dedicated,LOC,52,1824,37.4978404605263,229795.589,343560.488,3,0,0,1,2,1,0,4
d08933,M,2.4,Dedicated,REG,30,38,32.9124736842105,7814.559,12493.135,0,0,0,0,0,0,0,0
d22930,M,10.8,Intermodal,LOC,61,175,13.8636971428571,10957.612,41436.432,0,0,0,0,0,0,0,0
d12799,M,6,Dedicated,REG,53,1054,29.8899601518027,62442.7469999999,122183.53,0,0,0,1,0,0,0,1
d13144,M,0.8,Dedicated,REG,30,259,32.9680656370656,47960.531,73581.13,0,0,0,0,0,0,0,0
d09159,M,3.2,Dedicated,LOC,36,702,25.3821381766382,75771.058,105072.937,9,0,0,4,13,9,0,26
d14523,M,3.4,Final-mile,REG,49,90,35.1256111111111,12604.587,18168.069,1,0,0,0,1,0,0,1
d16429,M,5.2,Dedicated,REG,50,1533,24.5383450750163,164639.542,316141.759,2,0,0,2,8,8,0,18
d25845,M,0.8,Final-mile,REG,25,327,37.9334281345566,61963.444,80245.7900000001,0,0,0,0,0,0,0,0
d31254,F,1.7,Dedicated,LOC,47,106,28.4259245283019,22546.534,44378.296,0,0,0,0,0,0,0,0
d11109,M,2.6,Dedicated,LOC,30,898,36.13085077951,74502.2820000001,119425.241,1,0,0,56,9,15,2,82
d27171,M,2.9,Intermodal,LOC,29,1217,26.1458520953164,186166.487,318668.602,2,0,0,0,172,0,3,175
d26075,M,1.3,Dedicated,LOC,50,455,25.9560527472528,35399.128,70710.335,0,0,0,0,0,0,0,0
d22358,M,15,Dedicated,LOC,48,483,32.8413395445135,74896.354,130889.375,0,0,0,0,0,0,0,0
d23672,M,13.6,Dedicated,LOC,51,1667,26.509799040192,169198.561,338824.314,1,0,0,1,10,0,0,11
d28048,M,3.2,Dedicated,LOC,45,190,27.0941684210526,24506.576,46217.001,0,0,0,0,0,0,0,0
d03238,M,1.4,Intermodal,LOC,44,92,20.5191956521739,6905.058,19657.169,0,0,0,0,0,0,0,0
d16406,M,1,Dedicated,LOC,46,1161,30.555496124031,159480.828,265851.033,2,0,0,6,26,3,0,35
d29735,M,2.8,Dedicated,REG,35,1336,28.5572193113772,90104.9250000001,138935.96,0,0,0,0,0,0,0,0
d01519,M,5.4,Dedicated,LOC,35,1528,30.0654692408377,138859.963,270869.434,0,0,0,0,2,0,0,2
d27443,M,11.6,Intermodal,REG,58,1474,31.6937286295794,267107.275,440966.161999999,1,0,0,0,2,1,0,3
d11193,M,2.5,Intermodal,REG,70,33,30.7156666666667,5602.826,8930.601,0,0,0,0,0,0,0,0
d05497,M,6.9,Intermodal,LOC,43,297,27.3235252525253,49409.463,88102.268,0,0,0,0,0,0,0,0
d09794,M,7.3,Intermodal,LOC,48,1027,36.4625063291139,275835.076,409736.686,1,0,0,0,33,0,0,33
d10214,M,2.5,Dedicated,LOC,47,20,37.37565,2689.848,3637.768,0,0,0,0,0,0,0,0
d13374,F,5.7,Dedicated,LOC,40,342,32.8749356725146,51094.606,73051.4260000001,1,0,0,0,5,0,0,5
d25421,M,2.8,Dedicated,LOC,47,840,33.89915,124153.245,215343.203,2,0,0,0,30,0,1,31
d27512,M,5.4,Dedicated,LOC,57,528,28.3210511363636,72966.165,139919,1,0,0,0,0,0,0,0
d31719,M,8.3,Dedicated,LOC,46,77,32.6724545454545,9350.176,16246.401,0,0,0,0,2,0,1,3
d01088,M,5,Dedicated,LOC,64,115,28.6606086956522,11824.625,24161.665,0,0,0,0,0,0,0,0
d00959,M,6.9,Dedicated,LOC,38,517,34.3111721470019,59950.624,90282.9299999999,0,0,0,0,0,0,0,0
d13184,M,2,Dedicated,LOC,60,506,17.6370415019763,29939.217,121118.294,0,0,0,0,0,0,0,0
d16035,M,14.8,Dedicated,LOC,41,1603,21.4388427947598,89989.1390000001,313476.847999999,0,0,0,3,2,0,0,5
d16608,M,8.5,Dedicated,REG,62,1303,38.3699240214889,204143.422,278855.014,1,0,0,1,7,0,1,9
d03327,M,5.3,Final-mile,REG,51,863,41.9336396292005,121200.38,164415.805,1,0,0,9,4,39,0,52
d23927,M,12.8,Intermodal,LOC,53,1250,20.7110624,81633.9980000001,213436.753,4,0,0,6,14,0,3,23
d08208,M,0.6,Dedicated,LOC,46,1199,23.5146747289408,82569.109,198730.616,1,0,0,8,5,13,0,26
d01550,M,1.7,Intermodal,LOC,48,108,30.5670185185185,15865.523,25806.732,0,0,0,0,0,0,0,0
d11862,M,4.6,Intermodal,LOC,43,1567,17.3028615188258,86730.0380000001,279208.946000001,3,0,0,0,8,1,0,9
d01835,M,5.4,Intermodal,LOC,37,159,15.2205408805031,7140.295,29082.338,0,0,0,0,10,0,0,10
d05755,M,6.8,Intermodal,LOC,56,411,16.0467761557178,24882.636,92037.477,0,0,0,0,0,0,0,0
d12496,M,8.4,Intermodal,LOC,39,1316,22.4134802431611,123377.102,244601.697999999,0,0,0,2,3,1,0,6
d12757,M,1.7,Intermodal,LOC,58,531,15.4260903954802,25191.56,87446.308,2,0,0,1,1,0,0,2
d25801,M,1,Dedicated,REG,39,103,36.0492524271845,20043.92,29869.894,0,0,0,0,0,0,0,0
d31493,M,1.6,Dedicated,LOC,42,178,36.6894831460674,35905.658,56864.701,0,0,0,0,0,0,0,0
d31507,M,2.3,Intermodal,REG,29,1168,39.2230410958904,286026.337,379130.043,5,0,0,4,6,1,0,11
d30229,M,2.1,Dedicated,LOC,32,6,24.425,913.32,1688.133,0,0,0,0,0,0,0,0
d24667,M,7.9,Dedicated,LOC,41,227,23.4344052863436,20591.575,39347.534,4,0,0,5,0,0,0,5
d16048,M,2.4,Dedicated,LOC,43,906,38.6962715231788,147716.567,229403.839,3,0,0,15,23,80,0,118
d17318,M,13.2,Dedicated,LOC,38,374,22.4619411764706,24602.56,73183.024,0,0,0,0,0,0,0,0
d04225,M,4.1,Dedicated,LOC,35,172,27.2267906976744,24403.978,48933.829,0,0,0,0,0,0,0,0
d20237,M,1.9,Dedicated,REG,55,1606,33.3127067247821,233265.287000001,348673.59,1,0,0,17,35,28,0,80
d25730,F,2.2,Intermodal,LOC,39,1556,31.740014781491,256314.206,376614.953,4,0,0,0,16,0,0,16
d28431,M,0.9,Dedicated,LOC,55,2103,33.4810613409415,208090.328000001,338550.044,3,0,0,0,1,0,3,4
d18892,M,11,Dedicated,REG,42,260,32.7974846153846,39035.86,62801.697,0,0,0,0,0,0,0,0
d06953,M,3.3,Dedicated,LOC,57,859,22.4592642607683,112448.087,265511.833,2,0,0,3,17,3,0,23
d24104,M,3.1,Dedicated,LOC,27,14,28.2072142857143,782.353,1466.631,0,0,0,0,0,0,0,0
d01808,M,1,Dedicated,REG,40,705,35.7124397163121,134945.411,210154.693,3,0,0,4,29,47,0,80
d04399,M,5,Dedicated,REG,27,97,34.0900206185567,15008.137,20934.466,0,0,0,0,0,0,0,0
d04413,F,8,Final-mile,REG,45,813,37.5596174661747,198915.203,273899.33,1,0,0,3,1,13,0,17
d15704,M,1.6,Intermodal,LOC,38,1364,25.0455945747801,92132.7419999999,182523.466,3,0,0,1,8,2,0,11
d19916,M,0.5,Dedicated,REG,24,1389,32.4717991360691,250389.924,388727.462,1,0,0,1,1,8,1,11
d26873,M,2,Dedicated,REG,44,108,43.0624166666667,33920.226,43684.806,0,0,0,0,0,0,0,0
d31331,M,5.2,Intermodal,REG,59,1317,34.218893697798,311841.413,477783.765,0,0,0,3,8,134,0,145
d20537,M,4.1,Dedicated,REG,40,686,38.1345320699709,102379.829,150542.465,0,0,0,0,0,0,0,0
d20903,M,4.3,Dedicated,LOC,30,1603,27.3065963817842,138852.1,293211.936,0,0,0,1,10,11,0,22
d25853,M,3.1,Dedicated,LOC,65,7,20.4308571428571,397.841,1056.933,0,0,0,0,0,0,0,0
d03957,M,2.7,Dedicated,LOC,33,357,34.7113725490196,59224.378,102398.972,1,0,0,0,0,0,0,0
d10383,M,5.5,Dedicated,REG,43,536,33.8402574626866,45408.519,64490.5250000001,0,0,0,0,0,0,0,0
d12139,M,1.5,Intermodal,LOC,26,32,32.4896875,4502.888,7131.233,1,0,0,4,1,5,0,10
d16754,M,3,Intermodal,LOC,42,113,26.9923008849558,17748.296,37187.301,0,0,0,0,0,0,0,0
d20153,M,1.8,Intermodal,LOC,52,139,19.5304532374101,10738.898,31402.399,0,0,0,0,0,0,0,0
d31214,M,1.9,Dedicated,REG,45,2182,32.3141406966086,193156.742,293143.44,2,0,0,14,7,14,1,36
d31757,M,10.9,Dedicated,LOC,56,2,6.781,28.542,867.2,0,0,0,0,0,0,0,0
d27958,M,17.4,Dedicated,LOC,54,37,25.4795675675676,1287.899,2878.568,0,0,0,0,0,0,0,0
d26858,M,5.3,Dedicated,LOC,38,294,32.7061428571429,58257.333,90945.694,0,0,0,0,0,0,0,0
d01158,M,3.5,Dedicated,REG,35,239,36.3245983263598,25299.149,45402.8450000001,0,0,0,0,0,0,0,0
d19836,M,1.3,Dedicated,REG,38,1239,23.2187207425343,111131.46,268162.409,3,0,0,1,17,2,0,20
d06034,M,2.5,Final-mile,REG,49,39,32.2597435897436,6044.079,9574.632,0,0,0,0,0,0,0,0
d27309,M,13,Dedicated,LOC,49,607,32.4047347611203,54627.951,86593.768,0,0,0,0,0,0,0,0
d20389,M,16.9,Dedicated,LOC,52,397,38.7166952141058,79209.8590000001,111103.26,0,0,0,0,0,0,0,0
d24395,M,2.4,Dedicated,LOC,39,2100,25.6737652380952,143169.534,310280.669,3,0,0,2,3,1,0,6
d25722,M,2.8,Intermodal,LOC,36,1401,21.3576295503212,146175.943,352718.093,3,0,0,0,73,1,0,74
d25964,M,12.7,Dedicated,LOC,52,30,25.7601333333333,2942.071,6616.201,0,0,0,0,0,0,0,0
d30580,M,8.7,Dedicated,LOC,43,48,20.8890833333333,4647.483,13937.933,0,0,0,0,0,0,0,0
d27372,M,1.8,Intermodal,LOC,36,1335,23.3746449438202,140245.938,287255.986,2,0,0,8,5,4,0,17
d27453,M,15.3,Intermodal,LOC,58,1608,19.2409564676617,86981.2830000001,249583.231,1,0,0,23,0,19,0,42
d00380,M,0.5,Dedicated,LOC,35,1178,29.3248480475382,114802.455,196866.972,3,0,0,3,3,6,0,12
d04819,M,4.2,Dedicated,LOC,46,335,30.9742268656716,38374.274,70426.535,0,0,0,0,0,0,0,0
d24803,M,0.5,Dedicated,LOC,31,1081,30.4537918593895,112951.76,184695.388,2,0,0,7,28,2,0,37
d23088,M,2.4,Dedicated,REG,57,161,31.2206149068323,16142.313,30120.108,0,0,0,0,0,0,0,0
d12144,M,1.9,Dedicated,REG,54,1222,37.1773715220949,247540.213,398143.101999999,4,0,0,20,86,3,0,109
d27370,M,1.7,Dedicated,LOC,40,21,26.5748571428571,840.683,1576.701,0,0,0,0,0,0,0,0
d07254,M,10.3,Intermodal,LOC,41,312,33.9347243589744,59019.847,90853.741,1,0,0,0,0,2,0,2
d01050,M,0.6,Dedicated,LOC,36,29,26.7554482758621,1578.904,3199.968,0,0,0,0,0,0,0,0
d17091,M,3.8,Dedicated,LOC,52,323,26.856173374613,48107.365,93931.17,0,0,0,0,0,0,0,0
d02846,M,5.5,Intermodal,REG,44,846,33.7811075650118,169692.329,267730.931,1,0,0,0,7,14,0,21
d09748,M,2.9,Intermodal,LOC,44,95,24.1588947368421,5601.734,13144.598,0,0,0,0,0,0,0,0
d25683,M,2.3,Final-mile,REG,39,10,33.7818,1751.892,2455.9,0,0,0,0,0,0,0,0
d20692,M,3,Intermodal,REG,54,1510,33.0243860927152,292741.586,443700.163,3,0,0,10,8,27,0,45
d00455,M,6.3,Intermodal,REG,52,17,32.633,2764.136,4838.965,0,0,0,0,0,0,0,0
d08679,M,3.3,Dedicated,REG,36,2200,30.5196454545455,222242.815,344277.975000001,3,0,0,1,8,15,0,24
d20701,M,6,Intermodal,LOC,55,8,13.18625,224.409,1271.4,0,0,0,0,0,0,0,0
d15192,M,2.2,Dedicated,LOC,53,449,28.5199242761693,43240.685,96924.138,0,0,0,0,3,0,0,3
d24532,M,10.8,Dedicated,LOC,57,1274,31.284942700157,112080.972,218438.376,3,0,0,0,4,0,0,4
d13299,M,1,Dedicated,LOC,34,264,28.8245606060606,33362.202,65427.965,0,0,0,0,0,0,0,0
d08901,M,4.9,Intermodal,REG,65,619,32.481943457189,127969.218,202727.14,0,0,0,0,1,0,0,1
d07093,M,19.7,Dedicated,LOC,54,37,21.3454864864865,1630.356,3610.365,0,0,0,0,0,0,0,0
d26650,M,7.5,Dedicated,REG,65,841,45.3078549346017,313048.874,409797.896,1,0,0,9,9,35,0,53
d18744,M,32.5,Dedicated,LOC,60,276,28.307365942029,19795.937,40687.76,0,0,0,0,0,0,0,0
d20917,M,6.7,Dedicated,LOC,50,36,28.0901944444445,2010.333,3745.167,0,0,0,0,0,0,0,0
d17181,M,8.2,Intermodal,REG,53,1467,32.2953612815269,322105.019,515294.470000001,1,0,0,1,3,4,0,8
d03179,F,4.5,Intermodal,LOC,53,1096,22.8829051094891,101739.701,261301.865,1,0,0,13,47,4,0,64
d02885,M,3.5,Dedicated,LOC,60,1778,21.9272508436445,110766.842,293387.612,1,0,0,1,7,2,0,10
d06011,M,8.5,Dedicated,LOC,44,633,22.2487251184834,41326.396,111297.411,0,0,0,1,1,0,0,2
d06376,M,7.2,Dedicated,LOC,55,316,23.006996835443,19065.759,44682.537,0,0,0,0,0,0,0,0
d06989,M,2.9,Dedicated,LOC,63,603,21.6110348258706,39992.213,103279.671,0,0,0,0,0,0,0,0
d06998,M,3.8,Dedicated,LOC,48,1878,23.4234451544196,93911.2840000001,246042.384,2,0,0,2,12,22,3,39
d10502,M,0.7,Dedicated,LOC,51,1881,22.1982270069112,128479.449,335087.855000001,5,0,0,15,14,4,4,37
d11226,M,4.6,Dedicated,LOC,39,1275,24.3968580392157,126497.876,298006.897,2,0,2,1,2,13,0,16
d18771,M,6.4,Dedicated,LOC,35,2327,26.6951572840567,128722.223,300006.709,1,0,0,3,3,1,0,7
d19483,M,17,Dedicated,REG,67,1600,32.663985,245821.769999999,377528.165,3,0,0,6,9,2,0,17
d21039,M,35,Dedicated,LOC,65,1715,28.4453638483965,182049.105,330649.467,1,0,0,4,9,16,0,29
d21376,M,8.1,Dedicated,LOC,50,379,22.752598944591,20553.891,50801.997,0,0,0,0,0,0,0,0
d21421,F,7.8,Dedicated,LOC,53,1599,20.0803927454659,89808.475,240789.171,4,0,0,9,2,32,0,43
d24124,M,7.2,Dedicated,LOC,51,10,17.2128,750.434,2151.833,0,0,0,0,0,0,0,0
d24595,M,8.5,Dedicated,LOC,69,625,19.8019536,26713.161,81440.5959999999,0,0,0,0,0,0,0,0
d24890,M,21.3,Dedicated,LOC,58,311,19.7512250803859,10856.622,32072.529,0,0,0,0,0,0,0,0
d26726,M,19.3,Dedicated,LOC,53,431,21.2806171693736,26292.528,69272.196,0,0,0,0,0,0,0,0
d27474,M,8.7,Dedicated,LOC,52,1582,24.7565335018963,112958.262,265048.883,5,0,0,6,19,25,0,50
d28561,M,10.1,Dedicated,LOC,61,1412,24.8092160056657,86456.195,211628.619,1,0,0,2,2,40,0,44
d15956,M,15.8,Dedicated,LOC,47,33,19.5467575757576,1346.465,3802.668,0,0,0,0,0,0,0,0
d17436,M,2.7,Intermodal,LOC,44,2078,17.5257848893167,113467.308,326452.666,2,0,0,0,0,0,0,0
d18090,M,12.4,Final-mile,REG,70,714,38.2354243697479,123102.89,180865.931,5,0,0,0,117,0,0,117
d05760,M,2.1,Dedicated,LOC,26,1658,25.2364047044632,73445.175,171668.844,3,0,0,2,11,1,0,14
d02927,M,2,Final-mile,REG,49,236,33.5297881355932,39080.32,55038.836,0,0,0,0,0,0,0,0
d07622,M,6.7,Intermodal,LOC,45,1042,18.9079635316699,55477.123,162426.785,3,0,0,4,10,1,0,15
d26729,M,2.3,Dedicated,REG,42,131,28.4874045801527,9548.412,16574.132,0,0,0,0,0,0,0,0
d14730,M,1.3,Intermodal,REG,52,1445,38.844846366782,274143.668,395186.527999999,2,0,0,9,3,2,1,15
d18194,M,4.1,Final-mile,REG,63,149,28.0997651006711,20898.593,29875.101,0,0,0,0,0,0,0,0
d18738,M,1,Intermodal,LOC,45,1108,23.9706651624549,223011.77,414673.034,0,0,0,2,8,0,0,10
d17918,M,2,Dedicated,LOC,50,9,38.6403333333333,1536.859,2070.466,0,0,0,0,0,0,0,0
d13179,M,4.1,Dedicated,REG,27,1331,31.5912832456799,191600.726,324019.328,3,0,0,5,20,28,0,53
d13357,M,3.2,Dedicated,LOC,45,375,26.0421066666667,26182.955,51723.095,0,0,0,0,0,0,0,0
d06505,M,6.5,Intermodal,LOC,62,1283,27.0174567420109,104487.201,230142.969999999,2,0,0,16,7,12,0,35
d26057,M,5.3,Intermodal,LOC,47,1572,19.6081176844784,132918.409,349378.866,2,0,0,4,32,3,0,39
d27424,M,16.5,Intermodal,REG,57,850,35.7952788235294,178716.044,273236.396,0,0,0,2,2,7,0,11
d12764,M,2.7,Dedicated,LOC,31,31,28.1952903225807,1677.584,3100.235,0,0,0,0,0,0,0,0
d05200,M,4.9,Final-mile,REG,58,440,35.0044772727273,78699.501,113683.757,0,0,0,0,0,0,0,0
d28386,M,1.9,Dedicated,REG,57,82,36.7389756097561,10276.26,14778.369,0,0,0,0,0,0,0,0
d28474,M,1.8,Dedicated,LOC,30,1440,29.0150145833333,221601.701,419587.616,2,0,0,0,31,0,0,31
d16960,M,27.9,Intermodal,LOC,72,458,27.2461266375546,59630.115,119152.111,0,0,0,0,0,0,0,0
d22039,M,1.1,Intermodal,LOC,46,420,20.9341166666667,18902.89,47493.0730000001,0,0,0,0,0,0,0,0
d12412,M,0.5,Dedicated,LOC,26,1047,28.1879188156638,132337.871,267996.12,2,0,0,0,4,0,0,4
d16509,M,0.8,Dedicated,LOC,56,1950,24.8907856410256,138414.296,298935.331,5,0,0,10,10,13,0,33
d19181,M,1.8,Dedicated,LOC,33,40,37.358175,2405.855,3456.534,0,0,0,0,0,0,0,0
d21203,M,9.6,Dedicated,OTR,43,505,30.1973683168317,49295.754,78101.074,0,0,0,0,0,0,0,0
d21042,M,15.4,Intermodal,LOC,65,1570,19.6471993630573,154605.663,378510.510999999,1,0,0,1,15,24,0,40
d30274,M,1.5,Intermodal,REG,28,1425,36.9921305263158,290520.594,413464.374,4,0,0,4,5,53,1,63
d16822,M,1.3,Dedicated,LOC,51,860,31.8159302325581,90294.3340000001,154667.86,3,0,0,4,0,0,3,7
d19983,M,0.8,Dedicated,LOC,45,582,29.0451219931272,50208.413,92056.236,3,0,0,0,6,0,0,6
d26784,M,3.7,Dedicated,LOC,28,1157,30.2397113223855,156608.576,296619.129,2,0,0,0,13,2,1,16
d06458,M,23.9,Dedicated,LOC,48,1319,34.3942956785444,136738.477,228902.518,0,0,0,1,2,0,0,3
d07640,M,20.9,Dedicated,REG,60,1555,34.6960797427653,125940.818,212541.509,1,0,0,0,4,0,0,4
d08934,M,20.7,Dedicated,REG,61,2033,38.9398465322184,133819.588,235070.175,1,0,0,0,0,0,0,0
d09439,M,12.6,Dedicated,LOC,64,1916,30.0794603340292,161832.466,303306.633,1,0,0,1,2,3,1,7
d10058,M,18.4,Dedicated,LOC,55,838,35.945161097852,72889.427,122395.355,0,0,0,0,0,0,0,0
d27228,M,24.4,Dedicated,REG,62,1331,37.6478256949662,186275.118,285875.951,0,0,0,2,15,2,0,19
d15121,M,26.3,Dedicated,REG,52,1918,37.383173096976,266446.057,390474.935,3,0,0,3,26,4,1,34
d15948,M,29.3,Dedicated,REG,63,1763,38.3158576290414,199317.551,305129.811,1,0,0,5,2,3,0,10
d27182,M,20.3,Dedicated,REG,66,2463,39.0274636622006,208410.883,337264.311,3,0,0,0,3,9,0,12
d31421,M,27.9,Dedicated,LOC,65,582,27.5602577319588,41097.52,78965.342,0,0,0,0,0,0,0,0
d16817,M,0.5,Intermodal,LOC,47,795,19.0309547169811,62946.324,180446.156,2,0,0,3,4,4,0,11
d17462,M,3.7,Intermodal,LOC,45,1946,19.582345323741,104590.853,268459.062,1,0,0,5,59,1,0,65
d01261,M,7.7,Dedicated,REG,40,24,33.3650833333333,3965.463,5846.134,0,0,0,0,0,0,0,0
d05656,M,4.9,Intermodal,REG,60,26,26.6758461538462,2650.679,4793.268,0,0,0,0,0,0,0,0
d02242,M,2.4,Final-mile,REG,57,1567,37.9597160178685,211382.731,287468.446,6,0,0,0,2,5,0,7
d27777,M,1.2,Intermodal,REG,31,124,33.8995887096774,28017.084,43043.469,0,0,0,0,0,0,0,0
d23537,M,5.6,Dedicated,LOC,45,165,19.4742303030303,6075.26,16069.903,2,0,0,0,2,0,0,2
d13226,M,3,Intermodal,LOC,30,1753,22.4934597832288,142032.1,350927.692,0,0,0,0,18,0,0,18
d30593,M,2.2,Intermodal,LOC,43,1076,22.9404200743494,127117.963,282552.204,4,0,0,2,19,2,0,23
d14526,M,4.1,Dedicated,REG,53,174,28.2548275862069,15066.776,21457.601,0,0,0,1,2,9,0,12
d04448,M,5.1,Intermodal,LOC,39,1692,17.8900478723404,112475.973,324585.399,0,0,0,8,5,4,0,17
d00164,M,4.9,Final-mile,REG,62,1897,38.4568982604112,230926.335,324227.093,1,0,0,0,18,1,0,19
