driver,gender,years_exp,bus_unit,d_type,age,n_trip,ping_speed,distance,travel_time,n_crash,fatalities,injuries,sce_CM,sce_HB,sce_HW,sce_RS,sce_N
d17178,M,1.8,Dedicated,REG,54,793,29.9619634300126,111949.464,157889.801,10,0,0,10,4,12,1,27
d27633,M,4.4,Intermodal,LOC,45,1201,25.9171124063281,140395.464,291926.755,1,0,0,1,12,0,0,13
d28265,M,0.7,Final-mile,REG,37,179,32.9939106145251,25425.145,36688.372,0,0,0,0,0,0,0,0
d04835,M,2.3,Intermodal,LOC,29,68,19.0576764705882,3283.748,8489.932,0,0,0,0,0,0,0,0
d27908,M,4.2,Dedicated,REG,53,69,37.7574202898551,8080.88,11815.565,0,0,0,0,0,0,0,0
d10807,M,5.8,Dedicated,LOC,52,614,28.783161237785,52153.115,94101.9460000001,0,0,0,0,7,0,0,7
d28476,M,10.9,Dedicated,REG,47,43,32.3998139534884,6783.676,11786.2,0,0,0,0,0,0,0,0
d18212,M,6.1,Dedicated,REG,37,83,33.2222530120482,9715.223,14818.504,0,0,0,0,0,0,0,0
d29402,M,3,Intermodal,REG,54,646,31.3793204334365,74194.013,116884.464,1,0,0,2,11,9,0,22
d07464,M,2.9,Intermodal,LOC,46,71,24.6056338028169,6088.379,15011.363,0,0,0,0,0,0,0,0
d17075,M,7.4,Dedicated,REG,47,37,26.753972972973,3436.445,6252.402,0,0,0,0,0,0,0,0
d12667,M,1.6,Dedicated,REG,40,461,39.6409457700651,111898.658,147573.769,2,0,0,11,4,5,0,20
d16806,M,2.8,Dedicated,REG,38,253,30.310581027668,23459.584,39413.764,1,0,0,0,0,0,0,0
d28464,M,2.6,Intermodal,LOC,53,486,24.4363847736626,52693.538,122958.102,2,0,0,3,18,0,0,21
d11148,M,2.7,Final-mile,REG,27,104,45.3248269230769,16891.089,22602.54,0,0,0,0,0,0,0,0
d10750,M,3,Intermodal,LOC,41,759,24.2268221343874,112058.9,240466.733,4,0,0,3,1,6,0,10
d10253,M,6,Intermodal,LOC,54,799,25.0726658322904,89097.8339999999,185717.032,3,0,0,3,9,28,0,40
d30705,M,0.8,Final-mile,REG,40,116,30.8271810344828,18494.864,25554.47,0,0,0,0,0,0,0,0
d19163,M,1.1,Dedicated,REG,28,195,37.5840717948718,28584.114,38171.503,0,0,0,0,0,0,0,0
d19606,M,0.2,Dedicated,REG,30,24,31.57725,1294.545,2598.6,0,0,0,0,0,0,0,0
d04367,M,0.9,Dedicated,LOC,30,28,29.6260714285714,3828.828,5983.266,0,0,0,0,0,0,0,0
d16935,M,0.3,Intermodal,REG,28,882,38.373470521542,184545.149,277789.28,2,0,0,3,12,3,0,18
d15981,M,8.3,Dedicated,LOC,31,833,35.4845030012005,146174.66,227149.21,3,0,0,1,42,10,1,54
d06383,M,7.4,Dedicated,LOC,44,219,36.611296803653,32527.481,52111.067,1,0,0,31,5,16,0,52
d06113,M,0.8,Intermodal,REG,36,606,33.3288135313531,137622.396,208325.572,5,0,0,0,8,4,1,13
d10837,M,5.2,Intermodal,REG,47,596,35.8309563758389,79629.8990000001,130256.327,0,0,0,0,0,0,0,0
d25629,M,0.9,Dedicated,REG,26,1308,39.6631475535168,238495.246,309974.535,4,0,0,2,15,21,0,38
d00299,M,1.8,Dedicated,REG,28,150,33.39866,37679.095,56346.1,4,0,0,0,10,0,0,10
d23215,M,0.6,Dedicated,OTR,29,1035,31.2001149758454,164036.332,259187.074,2,0,0,0,15,4,0,19
d23708,M,2,Intermodal,REG,35,133,35.3078045112782,31850.927,48281.737,0,0,0,0,0,0,0,0
d17346,M,6.2,Final-mile,REG,56,19,31.5074210526316,3022.493,4831.599,0,0,0,0,0,0,0,0
d26179,M,7.7,Intermodal,REG,60,989,32.3386167846309,216459.852,339538.287,1,0,0,2,25,26,0,53
d22184,M,0.6,Dedicated,LOC,54,838,18.8001670644391,58139.421,188827.136,6,0,0,3,13,7,2,25
d21068,M,8.5,Final-mile,REG,57,127,45.0370708661417,17508.558,22901.363,0,0,0,0,0,0,0,0
d00139,M,3,Dedicated,REG,36,702,38.1755356125356,178944.078,257896.359,4,0,0,1,30,0,0,31
d27619,M,3.4,Intermodal,REG,50,320,39.55326875,60074.493,91988.676,0,0,0,1,0,0,0,1
d26528,M,1.1,Intermodal,REG,43,300,31.8905266666667,52154.115,86055.177,2,0,0,0,4,0,0,4
d17231,M,1.4,Intermodal,LOC,40,386,33.3022487046632,83509.619,129420.132,2,0,0,4,10,18,0,32
d31292,M,6.4,Dedicated,REG,60,343,35.1916355685131,66147.632,124287.938,1,0,0,1,6,12,0,19
d13469,M,1.3,Dedicated,REG,42,8,48.361,1911.709,2331.034,0,0,0,0,0,0,0,0
d29667,F,1.9,Dedicated,REG,42,216,31.3578009259259,31732.49,52202.401,1,0,0,0,0,0,0,0
d21471,M,1.4,Dedicated,REG,47,940,39.5252234042553,164156.715,227388.442,2,0,0,2,17,15,0,34
d29312,F,0.9,Final-mile,REG,25,69,29.1379710144928,1482.816,2793.036,0,0,0,0,0,0,0,0
d06251,M,7.1,Dedicated,REG,46,65,25.8121538461539,9226.772,16609.404,1,0,0,0,0,1,0,1
d00043,M,1.9,Dedicated,REG,61,433,38.7453648960739,151916.771,211911.405,4,0,0,1,0,1,0,2
d01012,M,3.6,Dedicated,REG,42,33,15.8715454545455,786.352,2944.068,0,0,0,0,0,0,0,0
d08890,M,4.5,Dedicated,REG,66,48,30.4239375,5664.603,8775.768,0,0,0,0,0,0,0,0
d17269,M,2.9,Dedicated,OTR,30,193,41.0964507772021,33783.72,42979.828,0,0,0,0,0,0,0,0
d12803,M,2.2,Dedicated,LOC,34,71,19.8233661971831,4065.156,9971.2,0,0,0,0,0,0,0,0
d14725,M,0.8,Final-mile,REG,43,329,33.1329939209726,61783.875,87392.012,0,0,0,1,8,0,0,9
d00021,M,0.5,Dedicated,LOC,37,478,26.0752845188285,37733.955,79386.528,2,0,0,0,0,0,0,0
d00768,M,2.4,Final-mile,REG,40,478,34.7482133891213,78468.6770000001,119529.766,3,0,0,2,7,0,0,9
d18889,M,1.6,Intermodal,REG,48,293,32.4478088737201,62838.355,96949.834,0,0,0,0,2,0,0,2
d22928,M,0.3,Final-mile,REG,55,449,34.5233585746102,50132.4070000001,84031.608,5,0,0,29,18,3,6,56
d03084,M,0.4,Dedicated,LOC,30,73,21.9738082191781,3699.293,8431.702,0,0,0,0,0,0,0,0
d22898,M,0.2,Dedicated,REG,25,309,31.9842006472492,35847.58,52549.808,2,0,0,0,1,0,0,1
d07598,M,2.7,Final-mile,REG,53,191,35.3339267015707,26222.846,39333.299,0,0,0,0,0,0,0,0
d21486,M,4.3,Dedicated,REG,55,118,28.2887881355932,10365.337,17417.034,0,0,0,0,0,0,0,0
d01739,M,1.7,Dedicated,REG,31,344,27.261511627907,47353.18,80699.7,0,0,0,0,4,0,0,4
d24880,M,0.3,Dedicated,LOC,26,785,27.063796178344,86836.7879999999,175992.118,3,0,0,10,4,9,2,25
d19328,M,3.5,Intermodal,LOC,44,892,21.9306715246637,71673.51,176395.755,0,0,0,4,13,14,0,31
d17519,M,12.8,Intermodal,REG,58,1179,35.7092646310433,108439.103,186562.812,1,0,0,1,12,14,0,27
d03819,M,2.6,Intermodal,LOC,57,1100,20.4703990909091,102868.929,257226.001,1,0,0,7,52,4,0,63
d30175,M,0.9,Dedicated,LOC,52,358,37.8968826815642,58722.49,80591.632,2,0,0,0,0,0,0,0
d18137,M,2.4,Intermodal,LOC,32,48,24.6357291666667,8207.647,19809.633,0,0,0,0,0,0,0,0
d14699,M,6.9,Dedicated,REG,58,767,40.8766753585398,220785.35,312253.835,6,0,0,6,43,129,1,179
d05966,M,0.2,Dedicated,LOC,27,410,26.5964487804878,44570.072,93833.532,0,0,0,5,2,6,0,13
d08654,M,3.5,Intermodal,LOC,72,21,16.9851428571429,1415.822,4541.802,0,0,0,0,0,0,0,0
d03787,M,3.9,Intermodal,LOC,49,68,20.8079705882353,10946.094,24578.499,0,0,0,0,0,0,0,0
d24204,M,0.7,Dedicated,REG,39,480,32.66871875,52670.874,97308.606,3,0,0,25,22,0,4,51
d11641,M,2,Final-mile,REG,38,266,32.7513233082707,48675.788,69205.631,0,0,0,0,0,0,0,0
d17647,M,0.3,Final-mile,REG,22,23,31.7879565217391,2936.9,4061.367,0,0,0,0,0,0,0,0
d17256,M,6.3,Final-mile,REG,62,136,33.4711029411765,24583.549,34973.738,0,0,0,0,0,0,0,0
d22783,M,6.7,Intermodal,REG,49,957,29.6929498432602,184393.755,290047.123,2,0,0,3,10,0,0,13
d29548,F,4.5,Final-mile,REG,58,665,25.4475533834587,63173.851,118131.934,2,0,0,0,1,0,0,1
d05692,M,22.3,Final-mile,REG,55,240,37.0716125,38913.969,54861.063,0,0,0,0,1,0,0,1
d13506,M,1,Final-mile,REG,53,350,36.6303457142857,70466.645,95508.794,0,0,0,8,2,0,0,10
d05237,M,14,Intermodal,REG,51,156,32.0697243589744,30868.831,48753.502,0,0,0,0,0,0,0,0
d24747,M,4,Final-mile,REG,54,387,31.6349638242894,54270.33,80027.794,0,0,0,3,6,0,0,9
d25696,F,1.1,Final-mile,REG,25,308,32.4072954545455,28624.486,43975.43,0,0,0,3,3,0,1,7
d26003,M,0.2,Dedicated,LOC,35,9,21.3798888888889,418.459,1081.6,0,0,0,0,0,0,0,0
d29072,M,8.3,Dedicated,LOC,43,1484,28.1523948787062,111421.813,237215.515,3,0,0,6,9,0,0,15
d28370,M,1.8,Final-mile,REG,46,74,27.2796486486487,7974.955,12587.998,0,0,0,0,0,0,0,0
d16337,M,6,Final-mile,REG,65,475,28.4415852631579,49266.54,92122.874,0,0,0,0,1,1,0,2
d07110,M,0.6,Dedicated,LOC,40,241,21.8909170124481,13768.106,33720.663,3,0,0,8,6,17,0,31
d24766,M,5.1,Dedicated,REG,36,449,37.4165233853007,79463.415,114969.468,4,0,0,1,11,0,0,12
d15626,M,0.9,Dedicated,REG,48,854,39.3495538641686,176785.796,226837.184,4,0,0,24,30,67,0,121
d22002,M,1.7,Dedicated,LOC,38,1399,22.0369392423159,64816.8249999999,156970.99,2,0,0,0,1,0,0,1
d23428,M,5.1,Final-mile,REG,54,157,35.5417006369427,33125.221,46241.635,1,0,0,5,6,0,0,11
d03230,M,5,Dedicated,LOC,36,88,23.7794318181818,6998.846,17970.336,0,0,0,0,0,0,0,0
d02227,M,0.8,Intermodal,LOC,28,609,19.2457914614122,40757.044,115985.97,0,0,0,2,15,0,0,17
d13970,M,0.4,Dedicated,REG,54,916,32.0931877729258,187646.078,295741.89,4,0,0,0,2,0,0,2
d18352,M,5.9,Intermodal,LOC,44,59,24.9582542372881,10048.169,23561.132,0,0,0,0,0,0,0,0
d11886,M,0.2,Intermodal,LOC,29,228,18.4836885964912,15013.54,48293.939,1,0,0,0,0,0,0,0
d20172,M,8.2,Dedicated,LOC,39,72,34.3934166666667,17336.056,26780.003,0,0,0,0,0,0,0,0
d05819,F,1.2,Dedicated,REG,60,888,32.2143873873874,174613.022,284447.816,11,0,0,3,26,120,0,149
d12123,M,3,Final-mile,REG,45,259,34.1281312741313,43130.531,62167.597,0,0,0,1,0,0,0,1
d02974,M,1.3,Dedicated,LOC,57,79,28.1050379746835,9688.389,17541.059,0,0,0,0,0,0,0,0
d31143,M,2.6,Dedicated,LOC,47,265,38.0336150943396,46711.929,66337.829,0,0,0,0,3,0,0,3
d15942,M,1.6,Dedicated,REG,25,184,21.5506086956522,14171.83,35852.1,0,0,0,0,0,0,0,0
d03634,M,0.4,Dedicated,LOC,37,383,24.9846866840731,40042.167,86467.166,1,0,0,1,7,10,0,18
d29087,M,0.6,Dedicated,LOC,45,127,27.9916377952756,11177.13,19542.465,5,0,0,0,2,0,0,2
d10442,M,1.1,Intermodal,LOC,53,106,16.3359811320755,9404.48600000001,31272.07,0,0,0,0,0,0,0,0
d31335,M,0.5,Intermodal,LOC,55,1556,25.7597390745501,76053.3029999999,171286.401,4,0,0,6,43,44,0,93
d27007,U,5.2,Dedicated,REG,29,74,29.4815405405405,9484.729,16017.467,0,0,0,0,0,0,0,0
d27113,M,1.4,Intermodal,LOC,25,989,18.9717755308392,63523.724,169779.727,1,0,0,9,1,58,2,70
d26878,M,8.4,Dedicated,LOC,45,213,30.0492441314554,21386.781,36802.303,0,0,0,0,0,0,0,0
d31336,M,1.1,Dedicated,LOC,58,1077,30.5690324976787,177006.541,274863.402,4,0,0,1,2,5,0,8
d27289,M,0.7,Final-mile,REG,60,1197,32.4397234753551,182939.047,278543.652,3,0,0,0,29,0,0,29
d30531,M,0.7,Final-mile,REG,32,11,24.0651818181818,806.574,1276.567,0,0,0,0,0,0,0,0
d15838,M,0.5,Dedicated,REG,42,1226,31.3603409461664,165327.017,255183.871,3,0,0,0,3,6,0,9
d17482,M,0.3,Intermodal,REG,30,601,34.6032562396007,146439.644,218474.8,5,0,0,9,4,80,0,93
d00590,M,1.3,Dedicated,REG,32,31,29.7955161290323,2717.706,4039.703,0,0,0,0,0,0,0,0
d24762,M,0.5,Final-mile,REG,37,66,34.5359848484849,14860.862,20452.766,0,0,0,0,0,0,0,0
d10116,M,1.1,Dedicated,LOC,35,320,19.561984375,39116.912,101833.307,2,0,0,0,11,0,0,11
d12541,F,1.8,Final-mile,REG,28,408,32.4046642156863,50653.988,78281.74,0,0,0,0,1,1,0,2
d03006,M,0.7,Final-mile,REG,61,215,32.9949302325581,40578.548,56193.896,0,0,0,0,0,0,0,0
d18273,M,2.1,Dedicated,REG,24,15,46.4556666666667,6230.542,7504.599,0,0,0,0,0,0,0,0
d18345,M,11.5,Dedicated,LOC,56,11,40.2983636363636,2474.268,3082.267,0,0,0,0,0,3,0,3
d12574,M,1.3,Dedicated,OTR,56,387,26.239819121447,38135.893,64953.031,2,0,0,0,1,0,1,2
d16456,F,1.7,Dedicated,REG,57,984,38.3433475609756,195665.582,279187.804,4,0,0,0,4,5,1,10
d21363,M,4.4,Intermodal,LOC,37,6,22.7395,332.196,775.334,0,0,0,0,0,0,0,0
d05106,M,4.8,Intermodal,LOC,47,48,33.9459791666667,6317.151,9831.733,0,0,0,0,0,0,0,0
d22075,M,10.7,Dedicated,REG,42,14,26.4185714285714,1061.759,1987.4,0,0,0,0,0,0,0,0
d11543,M,1.1,Dedicated,REG,37,5,32.4592,942.969,1449.367,0,0,0,0,0,0,0,0
d04157,M,0.7,Intermodal,REG,24,725,32.7044413793104,104773.475,163211.35,4,0,0,4,2,25,0,31
d28661,M,5.8,Intermodal,LOC,42,1162,21.5530765920826,75541.954,174920.226,2,0,0,34,1,12,0,47
d00259,F,9,Dedicated,REG,52,883,39.2038912797282,148489.014,228601.53,4,0,0,3,8,19,0,30
d27165,M,1,Intermodal,REG,43,12,20.6094166666667,1126.407,2846.467,0,0,0,0,0,0,0,0
d15800,M,1.1,Dedicated,LOC,51,918,28.1437679738562,96927.8989999999,207600.54,1,0,0,8,31,41,0,80
d26758,M,5.4,Intermodal,LOC,64,876,15.0091335616438,50772.6029999999,189413.433,1,0,0,0,8,0,0,8
d14405,F,13.3,Intermodal,REG,49,228,14.4729605263158,17703.896,65100.836,1,0,0,0,5,0,0,5
d06617,F,3.3,Final-mile,REG,48,64,29.4896875,9082.414,13405.497,0,0,0,0,0,0,0,0
d25217,M,5.9,Dedicated,LOC,43,48,31.8335833333333,4122.393,6519.802,0,0,0,0,0,0,0,0
d24006,M,4.2,Intermodal,LOC,66,1069,32.2158428437792,131048.155,226353.785,4,0,0,23,2,14,2,41
d24247,M,0.4,Final-mile,REG,22,408,33.0183553921569,56224.159,82139.531,1,0,0,6,5,0,0,11
d12388,M,1.7,Intermodal,REG,43,188,25.6839787234043,27168.147,49493.037,0,0,0,0,0,0,0,0
d06216,M,0.7,Final-mile,REG,24,56,27.9149821428571,6476.933,10734.934,0,0,0,0,0,0,0,0
d10488,M,8.4,Dedicated,LOC,52,80,25.7279125,4214.796,8505.004,0,0,0,0,0,0,0,0
d10838,M,1.5,Intermodal,LOC,57,3,6.866,32.074,423.267,0,0,0,0,0,0,0,0
d17353,M,7.7,Intermodal,LOC,52,1077,14.1945338904364,57217.662,225910.975,5,0,0,1,24,15,0,40
d06906,M,2.8,Intermodal,REG,65,66,26.2418484848485,5350.943,10281.501,0,0,0,0,0,0,0,0
d31255,M,14.1,Dedicated,REG,43,918,34.0547450980392,175966.704,174999.862,3,0,0,1,6,2,0,9
d20066,F,7.4,Dedicated,REG,56,93,28.206311827957,7372.366,13564.101,0,0,0,0,0,0,0,0
d10547,M,3.1,Final-mile,REG,38,486,33.5725514403292,87595.353,129836.369,4,0,0,14,16,35,0,65
d14290,M,0.9,Dedicated,LOC,31,639,25.803048513302,66264.2180000001,123718.642,9,0,0,11,28,32,1,72
d15313,M,0.4,Dedicated,LOC,25,192,26.0967135416667,16967.241,36330.435,0,0,0,0,3,1,0,4
d29740,M,11.5,Dedicated,LOC,48,339,31.4649587020649,49320.314,85378.404,2,0,0,0,1,0,0,1
d03280,M,0.3,Dedicated,LOC,52,601,27.0668752079867,45937.7520000001,89870.7589999999,1,0,0,1,2,0,0,3
d13483,M,4.8,Final-mile,REG,44,1363,32.7266867204696,160497.884,244967.382,1,0,0,0,4,0,0,4
d02281,M,1.9,Final-mile,REG,52,546,41.7386556776557,115727.118,148409.297,1,0,0,2,6,8,0,16
d08700,M,4.1,Dedicated,LOC,33,573,21.4244293193717,52127.508,140205.868,0,0,0,1,3,4,1,9
d18213,M,20.9,Final-mile,REG,75,730,39.3197890410959,102973.838,146392.772,2,0,0,3,5,3,0,11
d24541,M,5.1,Dedicated,REG,45,819,36.0750610500611,74933.8920000002,110667.318,3,0,0,4,8,4,0,16
d27814,M,2.9,Intermodal,LOC,52,733,28.2296289222374,153358.465,266004.476,3,0,0,16,27,2,0,45
d09952,M,8.1,Dedicated,REG,49,314,28.2286433121019,28423.16,46912.997,6,0,0,2,7,13,3,25
d06219,M,1.7,Intermodal,LOC,49,96,25.5671770833333,16810.331,32265.101,0,0,0,0,0,0,0,0
d28779,M,4.9,Dedicated,REG,37,20,33.5438,2207.502,3148.9,0,0,0,0,0,0,0,0
d07889,M,2.3,Dedicated,LOC,34,156,32.7855705128205,26349.751,42745.733,0,0,0,0,0,0,0,0
d22941,M,,Intermodal,LOC,43,819,22.3981721611722,82680.024,187300.825,2,0,0,6,16,6,0,28
d29600,M,1.5,Dedicated,REG,37,219,36.2159589041096,34666.805,41547.962,3,0,0,0,3,0,0,3
d03305,M,9.3,Dedicated,LOC,55,210,34.2292761904762,49831.735,73737.094,0,0,0,0,3,0,0,3
d12658,M,0.3,Final-mile,REG,24,49,42.9386530612245,5277.648,6641.699,0,0,0,0,0,0,0,0
d04135,M,2.7,Dedicated,REG,43,140,32.71165,21392.592,38900.839,0,0,0,0,0,0,0,0
d03991,F,5.4,Intermodal,LOC,42,65,20.0873846153846,4939.06,13549.769,1,0,0,0,0,0,0,0
d05659,M,0.7,Dedicated,REG,41,1343,29.5317565152643,146919.388,224800.119,1,0,0,0,9,1,1,11
d23518,M,5.1,Final-mile,REG,45,207,42.3133719806763,27467.533,36066.473,0,0,0,0,0,0,0,0
d04326,M,0.2,Final-mile,REG,56,1971,44.6380979198377,54143.8199999999,79250.308,5,0,0,0,1,5,0,6
d15879,F,6.1,Intermodal,LOC,52,1091,21.4156892758937,78585.879,195836.431,0,0,0,2,7,3,0,12
d03432,M,3.3,Dedicated,LOC,51,133,33.202007518797,11424.635,21443.236,1,0,0,2,2,2,0,6
d30148,M,22,Dedicated,LOC,55,1038,36.6164383429672,140323.958,235601.711,3,0,0,7,20,6,1,34
d07276,M,0.3,Intermodal,LOC,38,369,28.9056016260163,89077.7000000001,150171.368,2,0,0,2,23,13,1,39
d06028,M,0.8,Dedicated,LOC,26,1063,27.6095926622766,101489.111,204438.949,0,0,0,0,1,0,0,1
d01151,M,6.6,Dedicated,LOC,57,10,26.8321,434.971,983.866,0,0,0,0,0,0,0,0
d31311,M,33.3,Dedicated,REG,64,768,31.9066861979167,126316.841,203750.345,3,0,0,9,4,14,0,27
d30534,M,0.3,Final-mile,REG,43,183,34.1869836065574,30299.325,43253.134,0,0,0,0,1,0,0,1
d11865,M,5.1,Final-mile,REG,56,1,17,0.952,9.2,0,0,0,0,0,0,0,0
d07607,M,0.3,Final-mile,REG,28,124,31.8558951612903,18274.152,25702.133,0,0,0,0,0,0,0,0
d21246,M,13.3,Intermodal,LOC,44,166,22.0861445783133,16387.491,34111.863,0,0,0,0,0,0,0,0
d19971,M,1.2,Dedicated,REG,49,924,36.5595119047619,237305.239,350064.427,6,0,0,2,6,1,1,10
d18860,M,2.1,Final-mile,REG,26,238,35.2650798319328,29763.242,43274.668,0,0,0,0,0,0,0,0
d08626,F,3.2,Intermodal,REG,45,84,32.3717738095238,13829.679,21392.799,0,0,0,0,0,0,0,0
d15909,M,7.1,Dedicated,LOC,42,89,22.5113707865169,3071.312,7377.671,0,0,0,0,0,0,0,0
d27925,M,8.6,Dedicated,REG,37,708,24.1962358757062,84490.8469999999,235035.8,1,0,0,4,6,8,0,18
d23941,M,0.7,Final-mile,REG,57,185,33.0125567567568,32137.675,47016.63,0,0,0,2,1,0,0,3
d22876,M,1,Intermodal,REG,27,87,31.5880574712644,15367.078,22881.463,0,0,0,0,0,0,0,0
d23195,F,3.1,Dedicated,REG,42,257,25.7430622568093,25748.904,44063.2,0,0,0,0,0,0,0,0
d31602,M,5,Dedicated,REG,58,879,38.2863287827076,174831.985,244334.751,5,0,0,7,4,13,0,24
d08290,M,3.1,Dedicated,LOC,55,452,28.4978384955752,36996.2340000001,76211.297,1,0,0,0,0,0,0,0
d23709,F,0.2,Final-mile,REG,30,292,33.9586609589041,24110.367,34794.797,0,0,0,0,1,0,0,1
d24705,M,0.3,Dedicated,REG,30,44,13.2276363636364,1685.069,6506.37,0,0,0,0,0,0,0,0
d23637,M,2.8,Dedicated,REG,50,548,34.7751094890511,100744.03,147512.765,1,0,0,0,1,8,0,9
d20611,M,8.6,Dedicated,REG,47,604,32.7828774834437,87796.496,138016.359,7,0,0,0,4,4,0,8
d23381,M,0.3,Dedicated,REG,38,1012,34.2036758893281,192391.275,278967.903999999,9,0,0,5,10,9,0,24
d26956,M,4.5,Dedicated,REG,59,480,33.343875,91334.871,139366.306,2,0,0,0,16,1,0,17
d08599,M,9.7,Dedicated,REG,42,47,30.7125106382979,8035.002,13721.134,0,0,0,0,0,0,0,0
d27064,F,0.5,Dedicated,REG,39,71,29.6277464788732,10591.397,19461.968,0,0,0,0,0,0,0,0
d11799,M,5.3,Dedicated,REG,39,197,30.8469187817259,33973.114,55054.233,0,0,0,0,0,0,0,0
d23493,F,7.9,Dedicated,REG,49,84,31.6351071428571,14202.461,25848.567,0,0,0,0,0,0,0,0
d17293,M,1.1,Final-mile,REG,42,699,25.2809585121602,81512.4860000001,169371.77,6,0,0,7,82,15,0,104
d26169,M,1.3,Intermodal,LOC,36,838,25.1840298329356,145623.388,278493.566,1,0,0,2,40,9,1,52
d21771,M,0.3,Intermodal,LOC,33,1097,29.3925423883318,138024.529,235898.59,2,0,0,3,21,7,1,32
d00334,M,0.3,Final-mile,REG,33,540,33.0679166666667,89271.6339999999,125375.363,1,0,0,0,3,2,0,5
d02402,M,3.7,Final-mile,REG,52,228,34.159951754386,30528.821,44446.938,0,0,0,0,0,0,0,0
d20963,F,0.2,Intermodal,LOC,37,127,20.6974645669291,11059.553,29804.399,2,0,0,0,0,0,2,2
d19136,M,7.2,Dedicated,REG,42,642,29.9806214953271,118453.252,101865.307,2,0,0,5,1,5,2,13
d29483,M,2.8,Final-mile,REG,52,37,31.8908648648649,4476.323,6853.868,0,0,0,0,0,0,0,0
d12186,M,3.8,Final-mile,REG,26,29,32.4029310344828,4496.296,6430.699,0,0,0,0,0,0,0,0
d11334,M,6.2,Final-mile,REG,53,247,41.1604858299595,29072.569,37829.03,0,0,0,0,0,0,0,0
d31756,M,1.2,Dedicated,REG,41,273,35.3298461538462,36856.901,56490.167,1,0,0,0,0,0,0,0
d18830,M,1.6,Intermodal,LOC,26,601,18.39631281198,77452.2429999999,212101.128,0,0,0,1,1,0,0,2
d23510,M,4,Intermodal,LOC,47,970,23.9819432989691,105238.112,227122.269,5,0,0,0,23,10,0,33
d30957,M,9.5,Intermodal,LOC,44,649,21.4170755007704,80931.176,184522.373,4,0,2,14,22,13,5,54
d12788,M,2.3,Final-mile,REG,27,312,31.5064423076923,46786.114,74527.127,0,0,0,0,16,0,0,16
d01660,M,8.1,Intermodal,LOC,47,1131,22.4961458885942,74525.9929999999,193701.947,1,0,0,1,3,2,0,6
d04809,M,3.3,Dedicated,REG,35,694,32.6769971181556,71671.5410000001,101015.153,5,0,0,2,5,9,1,17
d26345,M,2.5,Dedicated,REG,43,241,35.5443941908714,36358.685,53238.334,0,0,0,0,0,0,0,0
d13454,M,6.2,Intermodal,LOC,51,1096,21.260950729927,93652.571,229330.237,1,0,0,30,5,13,0,48
d27011,M,3.7,Intermodal,LOC,47,305,24.0806786885246,54994.1000000001,102565.539,2,0,0,1,1,0,0,2
d11971,M,2.7,Intermodal,LOC,36,913,19.6857502738226,57645.942,149340.439,6,0,0,8,26,6,0,40
d23597,M,0.4,Dedicated,REG,35,17,21.1262352941176,504.496,1010.135,0,0,0,0,0,0,0,0
d21639,M,4.1,Intermodal,REG,60,967,31.9550496380558,184455.044,284666.390000001,3,0,0,10,14,15,0,39
d13266,M,1,Dedicated,LOC,42,143,31.6076153846154,19203.201,35157.533,0,0,0,0,0,0,0,0
d13360,M,0.2,Final-mile,REG,31,247,35.5235020242915,49889.4660000001,71723.265,1,0,0,4,1,0,0,5
d13499,M,0.5,Intermodal,REG,49,990,29.8105070707071,186023.83,297017.454000001,1,0,0,1,24,2,0,27
d13850,M,2.9,Final-mile,REG,44,10,31.0517,125.74,298.266,0,0,0,0,0,0,0,0
d19610,M,9.8,Dedicated,REG,62,1514,31.4839669749009,103323.268,169735.731,4,0,0,5,20,4,0,29
d04415,M,1.4,Final-mile,REG,33,93,35.2298064516129,18455.343,25951.266,0,0,0,0,0,0,0,0
d21735,M,2.6,Dedicated,REG,58,1108,37.5364548736462,208232.512,262415.226,4,0,0,23,11,149,1,184
d30613,F,8.8,Dedicated,REG,61,954,32.6811939203354,212676.515,343316.107,3,0,0,18,12,5,1,36
d01621,M,4,Dedicated,REG,30,827,35.0227194679565,156046.726,234612.702,0,0,0,1,24,1,0,26
d13794,M,0.5,Dedicated,LOC,53,611,27.347294599018,71660.9020000001,134862.701,3,0,0,17,3,0,0,20
d03085,M,8.2,Dedicated,REG,42,317,33.8265583596215,48869.153,71265.804,0,0,0,0,1,4,0,5
d09270,M,0.6,Final-mile,REG,49,464,31.4854051724138,63297.225,93957.7609999999,4,0,0,0,10,0,0,10
d20017,M,0.4,Intermodal,LOC,31,678,29.9907123893805,198064.93,332346.931,1,0,0,1,7,17,4,29
d16289,M,0.5,Intermodal,LOC,35,155,18.037264516129,11556.917,32954.17,0,0,0,0,0,0,0,0
d24324,M,7.7,Dedicated,LOC,32,441,23.7880839002268,35696.515,88508.463,0,0,0,0,17,2,0,19
d10909,M,4.1,Dedicated,LOC,47,1255,33.1816047808765,133132.64,259150.440999999,0,0,0,0,13,0,0,13
d11130,F,0.5,Intermodal,REG,24,175,27.9349142857143,25132.308,44602.564,3,0,0,0,4,0,0,4
d08362,M,1.4,Dedicated,LOC,43,35,24.9908857142857,2780.628,6557.734,0,0,0,0,0,0,0,0
d18495,M,0.8,Dedicated,LOC,31,60,23.0011166666667,4745.792,13342.066,0,0,0,0,0,0,0,0
d15409,M,1.4,Final-mile,REG,34,83,30.551734939759,11765.27,17032.938,0,0,0,0,0,0,0,0
